Depmuni,TIPO,SERVICIO,ESTRATO,TOTAL_PERSONAS,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,ESTADO_ENCUESTA,RECO_DIC
41001,1,1,3,4,42261,1,1,1,,0
41001,1,1,1,5,42262,1,1,1,,0
85440,3,1,2,2,42263,1,1,1,,0
17001,2,1,4,2,42264,1,1,1,,0
11001,1,1,4,4,42266,1,1,1,,0
54001,2,1,4,1,42267,1,1,1,,0
88001,1,1,4,2,42268,1,1,1,,0
94001,1,1,1,5,42269,1,1,1,,0
05147,1,1,1,2,42270,1,1,1,,0
11001,1,1,2,5,42272,1,1,1,,0
05154,1,1,1,2,42274,1,1,1,,0
91540,1,2,,3,42275,1,1,1,,0
86568,2,1,2,3,42276,1,1,1,,0
76834,1,1,5,3,42277,1,1,1,,0
91540,1,1,1,7,42278,1,1,1,,0
17001,2,1,4,2,42279,1,1,1,,0
41001,1,1,3,3,42280,1,1,1,,0
23807,1,1,1,3,42281,1,1,1,,0
91540,1,1,1,6,42282,1,1,1,,0
86568,1,1,1,3,42283,1,1,1,,0
11001,2,1,3,1,42284,1,1,1,,0
76111,1,1,1,4,42285,1,1,1,,0
52001,1,1,2,1,42286,1,1,1,,0
05147,2,1,1,3,42287,1,1,1,,0
17380,1,1,1,2,42288,1,1,1,,0
66170,1,1,4,4,42289,1,1,1,,0
11001,2,1,3,5,42292,1,1,1,,0
41001,1,1,1,5,42293,1,1,1,,0
11001,2,1,4,3,42294,1,1,1,,0
17001,1,1,3,2,42295,1,1,1,,0
17001,1,1,3,3,42296,1,1,1,,0
88001,1,1,3,4,42297,1,1,1,,0
85440,3,1,2,2,42298,1,1,1,,0
05154,2,1,1,3,42299,1,1,1,,0
76834,1,1,5,4,42300,1,1,1,,0
86568,1,1,1,4,42301,1,1,1,,0
05001,1,1,2,1,42302,1,1,1,,0
11001,1,1,4,4,42303,1,1,1,,0
54001,2,1,4,2,42305,1,1,1,,0
76520,1,1,2,6,42306,1,1,1,,0
17001,2,1,2,3,42307,1,1,1,,0
17380,1,1,2,4,42308,1,1,1,,0
86568,2,1,2,3,42309,1,1,1,,0
91540,1,1,1,8,42310,1,1,1,,0
11001,1,1,2,4,42311,1,1,1,,0
86568,1,1,1,4,42312,1,1,1,,0
11001,2,1,3,3,42313,1,1,1,,0
11001,1,1,1,3,42314,1,1,1,,0
76111,2,1,1,5,42315,1,1,1,,0
66170,1,1,3,4,42317,1,1,1,,0
11001,1,1,2,1,42318,1,1,1,,0
17001,2,1,3,2,42319,1,1,1,,0
11001,1,1,2,2,42320,1,1,1,,0
85440,3,1,2,3,42321,1,1,1,,0
86568,2,1,1,1,42322,1,1,1,,0
86568,1,1,1,6,42323,1,1,1,,0
76001,2,1,3,2,42324,1,1,1,,0
05154,1,1,2,2,42325,1,1,1,,0
11001,1,1,4,4,42326,1,1,1,,0
91540,1,1,1,2,42327,1,1,1,,0
11001,1,1,2,4,42328,1,1,1,,0
41001,1,1,1,3,42329,1,1,1,,0
91001,1,1,3,2,42331,1,1,1,,0
76520,1,1,2,4,42332,1,1,1,,0
86568,2,1,1,1,42333,1,1,1,,0
76111,1,1,1,4,42335,1,1,1,,0
17001,1,1,3,6,42336,1,1,1,,0
76834,2,1,3,1,42337,1,1,1,,0
86568,1,1,1,3,42338,1,1,1,,0
11001,2,1,3,4,42339,1,1,1,,0
91540,1,1,1,4,42340,1,1,1,,0
11001,1,1,1,7,42341,1,1,1,,0
76001,2,1,3,3,42342,1,1,1,,0
27001,1,1,1,7,42343,1,1,1,,0
85440,1,1,2,2,42344,1,1,1,,0
41001,1,1,1,4,42345,1,1,1,,0
11001,1,1,2,3,42346,1,1,1,,0
86568,1,1,1,1,42348,1,1,1,,0
11001,2,1,1,5,42349,1,1,1,,0
76001,2,1,1,4,42350,1,1,1,,0
17380,1,1,1,4,42351,1,1,1,,0
76520,1,1,2,2,42352,1,1,1,,0
17001,1,1,3,4,42353,1,1,1,,0
86568,1,1,1,4,42355,1,1,1,,0
11001,1,1,1,4,42356,1,1,1,,0
76834,2,1,2,4,42357,1,1,1,,0
91540,1,1,1,8,42358,1,1,1,,0
76111,1,1,1,3,42359,1,1,1,,0
11001,1,1,3,4,42360,1,1,1,,0
76001,2,1,3,3,42361,1,1,1,,0
66001,2,1,4,3,42362,1,1,1,,0
11001,2,1,3,3,42363,1,1,1,,0
85440,3,1,2,1,42364,1,1,1,,0
91540,1,1,1,7,42365,1,1,1,,0
88001,1,1,4,4,42366,1,1,1,,0
41001,1,1,1,6,42367,1,1,1,,0
86568,2,1,1,2,42368,1,1,1,,0
76001,2,1,1,4,42369,1,1,1,,0
17001,2,1,2,4,42370,1,1,1,,0
76520,1,1,2,3,42371,1,1,1,,0
11001,1,1,1,4,42372,1,1,1,,0
11001,1,1,1,5,42374,1,1,1,,0
76111,1,1,1,7,42375,1,1,1,,0
91540,1,1,1,4,42376,1,1,1,,0
86568,2,1,1,3,42377,1,1,1,,0
11001,1,1,1,3,42378,1,1,1,,0
76001,2,1,3,3,42379,1,1,1,,0
86568,2,1,1,3,42380,1,1,1,,0
11001,1,1,3,4,42381,1,1,1,,0
91001,1,1,1,1,42382,1,1,1,,0
17001,1,1,3,4,42383,1,1,1,,0
11001,1,1,3,6,42384,1,1,1,,0
86568,2,1,1,1,42385,1,1,1,,0
76111,1,1,1,5,42386,1,1,1,,0
76520,1,1,2,1,42387,1,1,1,,0
11001,1,1,1,5,42388,1,1,1,,0
11001,1,1,1,1,42389,1,1,1,,0
76001,2,1,2,1,42390,1,1,1,,0
91540,1,1,1,4,42391,1,1,1,,0
76001,2,1,3,3,42392,1,1,1,,0
17001,2,1,2,1,42393,1,1,1,,0
11001,1,1,3,3,42394,1,1,1,,0
76001,2,1,1,3,42395,1,1,1,,0
91540,1,1,1,4,42396,1,1,1,,0
17380,2,1,1,3,42397,1,1,1,,0
91540,1,1,1,6,42399,1,1,1,,0
17001,2,1,3,3,42400,1,1,1,,0
91001,1,1,3,3,42401,1,1,1,,0
68276,2,1,5,3,42402,1,1,1,,0
25754,2,1,2,1,42403,1,1,1,,0
76520,1,1,2,3,42404,1,1,1,,0
88001,3,1,2,1,42405,1,1,1,,0
68001,2,1,4,4,42406,1,1,1,,0
76364,1,1,3,2,42407,1,1,1,,0
76834,1,1,3,6,42408,1,1,1,,0
68276,2,1,5,3,42409,1,1,1,,0
76001,2,1,3,4,42410,1,1,1,,0
17001,2,1,2,5,42411,1,1,1,,0
76001,1,1,1,5,42412,1,1,1,,0
68307,1,1,3,3,42413,1,1,1,,0
91540,1,1,1,6,42414,1,1,1,,0
68001,2,1,4,2,42415,1,1,1,,0
68001,2,1,6,1,42416,1,1,1,,0
88001,2,1,3,2,42417,1,1,1,,0
76001,2,1,3,5,42418,1,1,1,,0
76834,2,1,3,7,42419,1,1,1,,0
68001,2,1,1,1,42420,1,1,1,,0
76001,2,1,1,3,42421,1,1,1,,0
76834,2,1,2,6,42422,1,1,1,,0
17380,2,1,1,4,42423,1,1,1,,0
88001,1,1,4,3,42424,1,1,1,,0
76001,2,1,1,4,42425,1,1,1,,0
68001,2,1,6,2,42426,1,1,1,,0
68001,2,1,6,1,42427,1,1,1,,0
88001,2,1,2,1,42428,1,1,1,,0
68001,3,1,6,1,42429,1,1,1,,0
76001,2,1,1,2,42431,1,1,1,,0
91001,1,1,2,2,42432,1,1,1,,0
68001,2,1,6,2,42433,1,1,1,,0
76001,1,1,1,2,42434,1,1,1,,0
76001,2,1,1,2,42435,1,1,1,,0
91001,1,1,2,5,42436,1,1,1,,0
76001,2,1,1,3,42437,1,1,1,,0
76001,1,1,1,2,42438,1,1,1,,0
76001,2,1,1,4,42439,1,1,1,,0
76001,2,1,1,3,42440,1,1,1,,0
76001,3,1,1,2,42441,1,1,1,,0
91001,1,1,2,2,42442,1,1,1,,0
76001,2,1,1,1,42443,1,1,1,,0
91001,1,1,2,4,42444,1,1,1,,0
91001,1,1,2,1,42445,1,1,1,,0
91540,4,2,,5,42446,1,1,1,,0
91001,1,2,,7,42447,1,1,1,,0
91540,1,1,1,4,42448,1,1,1,,0
91001,1,1,1,5,42449,1,1,1,,0
91540,1,1,1,4,42450,1,1,1,,0
94001,1,2,,3,42452,1,1,1,,0
91540,1,1,1,7,42453,1,1,1,,0
94001,1,2,,4,42454,1,1,1,,0
91001,2,1,2,1,42455,1,1,1,,0
94001,1,2,,3,42456,1,1,1,,0
91001,1,1,2,5,42458,1,1,1,,0
91540,1,1,1,5,42459,1,1,1,,0
94001,2,1,2,1,42460,1,1,1,,0
94001,2,1,1,1,42461,1,1,1,,0
94001,1,1,1,1,42462,1,1,1,,0
94001,2,1,1,1,42463,1,1,1,,0
91540,1,1,1,4,42464,1,1,1,,0
94001,2,1,1,1,42465,1,1,1,,0
94001,2,1,1,1,42466,1,1,1,,0
94001,1,1,1,2,42467,1,1,1,,0
94001,1,1,2,2,42468,1,1,1,,0
66001,2,1,2,1,42469,1,1,1,,0
17001,2,1,1,3,42470,1,1,1,,0
66001,2,1,2,1,42472,1,1,1,,0
17001,2,1,1,3,42473,1,1,1,,0
66001,1,1,2,3,42474,1,1,1,,0
17001,2,1,3,1,42475,1,1,1,,0
17001,1,1,1,2,42476,1,1,1,,0
17001,2,1,1,7,42477,1,1,1,,0
11001,2,1,1,2,42478,1,1,1,,0
11001,1,1,1,2,42479,1,1,1,,0
11001,1,1,1,2,42480,1,1,1,,0
11001,1,1,2,3,42481,1,1,1,,0
17001,1,1,1,3,42482,1,1,1,,0
54405,1,1,2,3,42483,1,1,1,,0
11001,1,1,1,1,42484,1,1,1,,0
11001,2,1,3,4,42485,1,1,1,,0
91001,2,1,3,5,42486,1,1,1,,0
91001,1,1,3,4,42488,1,1,1,,0
17001,1,1,1,5,42489,1,1,1,,0
91001,2,1,1,1,42490,1,1,1,,0
91001,1,1,1,4,42491,1,1,1,,0
91001,1,1,3,5,42492,1,1,1,,0
54001,1,1,3,5,42493,1,1,1,,0
27001,1,1,2,2,42494,1,1,1,,0
85010,2,1,2,2,42495,1,1,1,,0
91001,1,1,1,3,42496,1,1,1,,0
54001,2,1,2,6,42497,1,1,1,,0
91001,1,1,2,2,42498,1,1,1,,0
91540,1,1,1,4,42499,1,1,1,,0
91001,1,1,1,6,42500,1,1,1,,0
91001,1,1,1,3,42501,1,1,1,,0
54001,2,1,2,5,42502,1,1,1,,0
94001,1,1,1,6,42503,1,1,1,,0
17001,2,1,3,1,42504,1,1,1,,0
91001,1,1,1,3,42505,1,1,1,,0
85010,1,1,2,4,42506,1,1,1,,0
91001,1,1,1,4,42509,1,1,1,,0
91001,1,1,1,3,42510,1,1,1,,0
66001,1,1,2,6,42511,1,1,1,,0
17001,2,1,3,4,42512,1,1,1,,0
91001,1,1,2,3,42513,1,1,1,,0
54001,1,1,4,2,42514,1,1,1,,0
91540,1,1,1,3,42515,1,1,1,,0
91001,1,1,1,1,42516,1,1,1,,0
91001,1,1,1,4,42517,1,1,1,,0
17001,2,1,3,2,42518,1,1,1,,0
91001,1,1,3,3,42519,1,1,1,,0
54001,2,1,2,3,42520,1,1,1,,0
66001,2,1,2,1,42521,1,1,1,,0
91001,1,1,3,4,42522,1,1,1,,0
91001,1,1,1,4,42523,1,1,1,,0
85010,1,1,2,3,42524,1,1,1,,0
91001,1,1,1,5,42525,1,1,1,,0
17001,2,1,3,2,42526,1,1,1,,0
91540,1,1,1,5,42528,1,1,1,,0
54001,2,1,1,2,42529,1,1,1,,0
91001,1,1,1,7,42530,1,1,1,,0
11001,2,1,3,6,42531,1,1,1,,0
94001,1,1,2,1,42532,1,1,1,,0
17001,1,1,3,3,42534,1,1,1,,0
54001,1,1,1,7,42535,1,1,1,,0
91001,1,1,3,4,42536,1,1,1,,0
91001,1,1,1,3,42537,1,1,1,,0
11001,2,1,3,4,42538,1,1,1,,0
91001,1,2,,5,42539,1,1,1,,0
85440,1,1,3,3,42540,1,1,1,,0
91001,1,1,1,4,42541,1,1,1,,0
91001,1,1,1,3,42542,1,1,1,,0
85010,1,1,2,4,42543,1,1,1,,0
85440,1,1,3,2,42544,1,1,1,,0
27001,1,1,1,14,42545,1,1,1,,0
91001,1,1,1,7,42546,1,1,1,,0
91001,1,1,1,6,42547,1,1,1,,0
91001,1,1,3,3,42548,1,1,1,,0
17001,2,1,3,2,42549,1,1,1,,0
91540,1,1,1,3,42550,1,1,1,,0
11001,2,1,3,1,42551,1,1,1,,0
91001,1,1,1,6,42552,1,1,1,,0
91001,1,1,3,2,42553,1,1,1,,0
91001,1,1,1,4,42554,1,1,1,,0
17001,2,1,3,2,42555,1,1,1,,0
85001,1,1,1,2,42556,1,1,1,,0
91001,1,1,1,2,42557,1,1,1,,0
17001,2,1,3,2,42558,1,1,1,,0
76001,2,1,1,2,42559,1,1,1,,1
91001,1,1,1,7,42560,1,1,1,,0
85440,1,1,3,2,42561,1,1,1,,0
91001,1,1,1,2,42562,1,1,1,,0
91001,1,1,1,6,42563,1,1,1,,0
91540,1,2,,3,42564,1,1,1,,0
91001,1,1,1,6,42565,1,1,1,,0
85440,1,1,3,1,42566,1,1,1,,0
91001,1,1,1,3,42567,1,1,1,,0
91001,1,1,1,5,42568,1,1,1,,0
76001,1,1,1,3,42569,1,1,1,,1
85440,3,1,3,1,42570,1,1,1,,0
91001,1,1,1,5,42571,1,1,1,,0
91001,1,1,1,4,42572,1,1,1,,0
85001,2,1,3,3,42573,1,1,1,,0
66001,1,1,2,5,42574,1,1,1,,0
85440,3,1,3,1,42575,1,1,1,,0
91001,1,1,1,5,42576,1,1,1,,0
85001,2,1,3,3,42577,1,1,1,,0
66001,1,1,2,3,42578,1,1,1,,0
91001,2,1,2,3,42579,1,1,1,,0
91001,1,1,3,4,42580,1,1,1,,0
91001,1,1,1,5,42581,1,1,1,,0
91001,1,1,3,1,42582,1,1,1,,0
91540,1,2,,2,42583,1,1,1,,0
91001,1,1,2,4,42584,1,1,1,,0
76001,2,1,1,3,42585,1,1,1,,1
85001,2,1,3,3,42586,1,1,1,,0
91001,1,1,3,1,42588,1,1,1,,0
91001,2,1,2,3,42589,1,1,1,,0
91001,1,1,1,8,42590,1,1,1,,0
66001,1,1,2,1,42591,1,1,1,,0
91001,2,1,2,1,42592,1,1,1,,0
91001,1,1,3,3,42593,1,1,1,,0
85001,2,1,3,2,42594,1,1,1,,0
66001,1,1,2,4,42597,1,1,1,,0
91001,2,1,3,1,42598,1,1,1,,0
85001,2,1,3,6,42600,1,1,1,,0
91001,2,1,3,3,42601,1,1,1,,0
17001,2,1,4,3,42602,1,1,1,,0
91540,1,1,1,3,42603,1,1,1,,0
91001,1,1,1,6,42604,1,1,1,,0
76001,2,1,1,2,42606,1,1,1,,1
91001,1,1,2,2,42607,1,1,1,,0
91001,2,1,3,1,42608,1,1,1,,0
91001,1,1,3,5,42609,1,1,1,,0
85001,2,1,3,2,42610,1,1,1,,0
91001,1,1,1,3,42611,1,1,1,,0
85001,2,1,3,3,42613,1,1,1,,0
91540,1,1,1,3,42614,1,1,1,,0
85001,2,1,3,2,42615,1,1,1,,0
91540,1,1,1,4,42616,1,1,1,,0
85001,2,1,3,1,42617,1,1,1,,0
91540,1,1,1,4,42618,1,1,1,,0
85001,2,1,3,3,42619,1,1,1,,0
91540,1,1,1,4,42620,1,1,1,,0
85440,1,1,3,4,42621,1,1,1,,0
91001,1,1,1,7,42623,1,1,1,,0
91001,1,1,1,7,42624,1,1,1,,0
85440,1,1,3,2,42625,1,1,1,,0
73001,1,1,2,3,42626,1,1,1,,0
85440,2,1,3,4,42627,1,1,1,,0
91001,1,1,3,5,42628,1,1,1,,0
85440,1,1,3,4,42629,1,1,1,,0
73001,1,1,3,3,42630,1,1,1,,0
73001,2,1,2,6,42631,1,1,1,,0
85440,2,1,3,1,42632,1,1,1,,0
85440,2,1,3,3,42633,1,1,1,,0
73001,1,1,2,1,42634,1,1,1,,0
85440,2,1,3,1,42635,1,1,1,,0
91001,3,1,2,4,42636,1,1,1,,0
85440,2,1,3,2,42637,1,1,1,,0
73001,1,1,2,1,42638,1,1,1,,0
85440,2,1,3,2,42639,1,1,1,,0
85440,2,1,3,3,42640,1,1,1,,0
73001,1,1,2,4,42641,1,1,1,,0
73001,2,1,2,4,42642,1,1,1,,0
73001,2,1,2,3,42643,1,1,1,,0
73001,2,1,3,3,42644,1,1,1,,0
66001,1,1,2,2,42645,1,1,1,,0
73001,1,1,2,4,42646,1,1,1,,0
66001,1,1,2,3,42647,1,1,1,,0
73001,1,1,2,3,42648,1,1,1,,0
73001,1,1,2,2,42649,1,1,1,,0
73001,2,1,2,6,42650,1,1,1,,0
73001,1,1,2,4,42651,1,1,1,,0
73001,2,1,3,1,42652,1,1,1,,0
73001,2,1,2,2,42653,1,1,1,,0
73001,1,1,3,3,42654,1,1,1,,0
85001,2,1,3,2,42655,1,1,1,,0
85440,1,1,2,7,42656,1,1,1,,0
85440,1,1,2,4,42657,1,1,1,,0
85440,1,1,2,4,42658,1,1,1,,0
85440,1,1,2,6,42659,1,1,1,,0
85440,1,1,2,5,42660,1,1,1,,0
85440,1,1,1,4,42661,1,1,1,,0
85440,1,1,2,4,42662,1,1,1,,0
85440,1,1,2,1,42663,1,1,1,,0
85440,3,1,2,5,42664,1,1,1,,0
85440,1,1,2,4,42665,1,1,1,,0
85440,1,1,2,5,42666,1,1,1,,0
91001,1,1,2,5,42667,1,1,1,,0
85440,1,1,2,3,42668,1,1,1,,0
17001,2,1,5,2,42669,1,1,1,,0
85440,1,1,2,4,42670,1,1,1,,0
85440,1,1,2,2,42671,1,1,1,,0
17001,2,1,4,2,42672,1,1,1,,0
85440,1,1,2,2,42673,1,1,1,,0
17001,1,1,4,4,42674,1,1,1,,0
85440,1,1,2,4,42675,1,1,1,,0
85440,1,1,2,5,42676,1,1,1,,0
76001,2,1,1,11,42677,1,1,1,,1
85440,1,1,2,5,42678,1,1,1,,0
91001,2,1,3,4,42679,1,1,1,,0
76001,2,1,1,5,42680,1,1,1,,1
85440,1,1,2,1,42681,1,1,1,,0
91001,1,1,1,2,42683,1,1,1,,0
76001,1,1,1,4,42684,1,1,1,,1
76001,1,1,1,4,42685,1,1,1,,1
91001,1,1,2,3,42686,1,1,1,,0
76001,1,1,1,3,42687,1,1,1,,1
91001,1,1,1,3,42688,1,1,1,,0
76001,2,1,1,5,42689,1,1,1,,1
76001,2,1,1,7,42690,1,1,1,,1
91001,1,1,3,3,42691,1,1,1,,0
91001,1,1,3,3,42692,1,1,1,,0
85440,1,1,2,1,42693,1,1,1,,0
76001,1,1,1,4,42695,1,1,1,,1
85440,1,1,2,4,42696,1,1,1,,0
76001,2,1,5,2,42697,1,1,1,,1
91001,2,1,3,3,42698,1,1,1,,0
85440,2,1,2,2,42699,1,1,1,,0
76001,2,1,1,3,42700,1,1,1,,1
76001,2,1,5,3,42701,1,1,1,,1
85440,2,1,2,2,42702,1,1,1,,0
76001,1,1,1,3,42703,1,1,1,,1
76001,2,1,5,4,42704,1,1,1,,1
91001,2,1,2,3,42705,1,1,1,,0
76001,2,1,1,3,42706,1,1,1,,1
76001,2,1,5,2,42707,1,1,1,,1
85440,1,1,2,7,42708,1,1,1,,0
91001,1,1,3,3,42709,1,1,1,,0
76001,2,1,1,3,42710,1,1,1,,1
76001,2,1,5,2,42711,1,1,1,,1
85440,1,1,2,4,42712,1,1,1,,0
76001,2,1,3,4,42713,1,1,1,,1
76001,2,1,1,3,42714,1,1,1,,1
91001,2,1,3,3,42715,1,1,1,,0
85440,1,1,2,1,42716,1,1,1,,0
76001,2,1,1,2,42717,1,1,1,,1
91001,2,1,3,3,42718,1,1,1,,0
76001,2,1,3,5,42719,1,1,1,,1
76001,2,1,1,2,42720,1,1,1,,1
76001,2,1,3,3,42722,1,1,1,,1
76001,2,1,1,2,42723,1,1,1,,1
76001,2,1,3,3,42724,1,1,1,,1
76001,2,1,2,4,42725,1,1,1,,1
76001,2,1,1,2,42726,1,1,1,,1
91001,1,1,3,2,42727,1,1,1,,0
76001,2,1,1,1,42728,1,1,1,,1
91001,1,1,3,2,42729,1,1,1,,0
08001,1,1,6,4,42730,1,1,1,,0
91001,1,1,3,2,42731,1,1,1,,0
08001,1,1,6,3,42732,1,1,1,,0
17001,2,1,3,2,42733,1,1,1,,0
08001,1,1,6,5,42734,1,1,1,,0
91001,2,1,3,1,42735,1,1,1,,0
08001,1,1,6,6,42736,1,1,1,,0
17001,2,1,3,2,42737,1,1,1,,0
08001,1,1,6,5,42738,1,1,1,,0
08001,1,1,6,4,42739,1,1,1,,0
91001,2,1,3,1,42740,1,1,1,,0
08001,1,1,6,3,42741,1,1,1,,0
17001,2,1,3,2,42742,1,1,1,,0
85440,2,1,2,3,42743,1,1,1,,0
91001,2,1,3,1,42744,1,1,1,,0
85440,2,1,2,2,42746,1,1,1,,0
91001,3,1,3,1,42747,1,1,1,,0
17001,2,1,3,2,42748,1,1,1,,0
85440,2,1,2,2,42749,1,1,1,,0
91001,1,1,1,6,42751,1,1,1,,0
17001,2,1,4,7,42752,1,1,1,,0
91001,2,1,3,1,42754,1,1,1,,0
91001,2,1,3,1,42755,1,1,1,,0
91001,1,1,1,5,42756,1,1,1,,0
91001,1,1,1,2,42757,1,1,1,,0
91001,1,1,1,4,42758,1,1,1,,0
85440,2,1,2,2,42759,1,1,1,,0
85440,3,1,2,1,42760,1,1,1,,0
85440,1,1,2,1,42761,1,1,1,,0
85440,1,1,2,3,42762,1,1,1,,0
85440,2,1,2,4,42763,1,1,1,,0
85440,2,1,2,4,42764,1,1,1,,0
85440,2,1,2,3,42765,1,1,1,,0
88001,1,1,3,5,42767,1,1,1,,0
88001,2,1,3,3,42768,1,1,1,,0
88001,1,1,2,4,42769,1,1,1,,0
88001,1,1,2,2,42770,1,1,1,,0
85440,1,1,1,4,42777,1,1,1,,0
88001,2,1,2,1,42781,1,1,1,,0
88001,3,1,2,1,42782,1,1,1,,0
76001,2,1,3,2,42783,1,1,1,,1
88001,1,1,3,1,42784,1,1,1,,0
11001,2,1,2,3,42785,1,1,1,,0
76001,2,1,3,5,42787,1,1,1,,1
11001,2,1,1,1,42788,1,1,1,,0
15001,2,1,2,4,42789,1,1,1,,0
88001,1,1,2,1,42790,1,1,1,,0
94001,1,1,1,1,42791,1,1,1,,0
11001,2,1,3,3,42792,1,1,1,,0
76001,2,1,3,2,42793,1,1,1,,1
88001,1,1,2,1,42794,1,1,1,,0
15001,2,1,3,2,42795,1,1,1,,0
15001,1,1,2,5,42796,1,1,1,,0
11001,2,1,1,4,42797,1,1,1,,0
94001,1,1,1,1,42798,1,1,1,,0
88001,2,1,2,1,42799,1,1,1,,0
11001,1,1,1,5,42800,1,1,1,,0
15001,2,1,4,2,42801,1,1,1,,0
15001,1,1,2,3,42802,1,1,1,,0
76001,2,1,3,4,42803,1,1,1,,1
63001,1,1,3,4,42804,1,1,1,,0
88001,2,1,3,1,42805,1,1,1,,0
15001,1,1,2,5,42806,1,1,1,,0
94001,1,1,1,1,42808,1,1,1,,0
11001,2,1,2,7,42809,1,1,1,,0
15001,1,1,3,3,42813,1,1,1,,0
15001,2,1,4,4,42814,1,1,1,,0
76520,1,1,2,4,42818,1,1,1,,1
11001,2,1,3,5,42824,1,1,1,,0
15001,2,1,1,3,42826,1,1,1,,0
76520,1,1,2,3,42831,1,1,1,,1
76520,2,1,2,2,42841,1,1,1,,1
76001,1,1,4,1,42843,1,1,1,,1
15001,2,1,3,1,42847,1,1,1,,0
23417,3,1,2,1,42849,1,1,1,,0
76520,1,1,2,3,42850,1,1,1,,1
11001,2,1,2,1,42853,1,1,1,,0
76001,1,1,4,3,42857,1,1,1,,1
11001,2,1,2,3,42858,1,1,1,,0
76520,1,1,2,3,42861,1,1,1,,1
15001,2,1,3,2,42862,1,1,1,,0
05001,1,1,2,3,42864,1,1,1,,0
91001,1,2,,4,42866,1,1,1,,0
86568,1,1,1,3,42867,1,1,1,,0
76520,1,1,2,5,42871,1,1,1,,1
11001,3,1,1,4,42872,1,1,1,,0
85440,2,1,1,4,42873,1,1,1,,0
17001,2,1,4,3,42875,1,1,1,,0
15001,1,1,2,4,42876,1,1,1,,0
11001,2,1,3,3,42879,1,1,1,,0
11001,2,1,2,2,42880,1,1,1,,0
76001,2,1,4,2,42881,1,1,1,,1
11001,2,1,4,4,42882,1,1,1,,0
15001,1,1,3,1,42885,1,1,1,,0
20001,1,1,3,6,42886,1,1,1,,0
54001,1,1,2,4,42887,1,1,1,,0
15001,1,1,2,4,42888,1,1,1,,0
11001,2,1,2,7,42889,1,1,1,,0
05001,2,1,2,4,42890,1,1,1,,0
63001,2,1,3,2,42897,1,1,1,,0
17001,2,1,4,2,42898,1,1,1,,0
20001,1,1,2,11,42899,1,1,1,,0
76001,1,1,2,3,42901,1,1,1,,1
91001,1,2,,7,42902,1,1,1,,0
17001,1,1,2,1,42903,1,1,1,,0
11001,2,1,2,1,42904,1,1,1,,0
27001,1,1,2,7,42905,1,1,1,,0
25754,2,1,3,6,42906,1,1,1,,0
11001,2,1,2,3,42907,1,1,1,,0
11001,2,1,2,1,42909,1,1,1,,0
86001,1,1,2,2,42910,1,1,1,,0
11001,1,1,2,4,42911,1,1,1,,0
11001,2,1,3,1,42913,1,1,1,,0
11001,2,1,2,3,42914,1,1,1,,0
18001,2,1,2,3,42915,1,1,1,,0
25754,2,1,1,2,42916,1,1,1,,0
11001,2,1,4,3,42919,1,1,1,,0
25754,2,1,2,4,42920,1,1,1,,0
15001,2,1,3,5,42922,1,1,1,,0
17174,2,1,3,5,42924,1,1,1,,0
63001,1,1,1,4,42925,1,1,1,,0
25754,1,1,1,4,42926,1,1,1,,0
25754,1,1,3,4,42927,1,1,1,,0
20013,1,1,1,5,42928,1,1,1,,0
11001,2,1,3,3,42929,1,1,1,,0
76001,3,1,1,1,42930,1,1,1,,1
11001,2,1,3,2,42931,1,1,1,,0
15001,2,1,2,2,42932,1,1,1,,0
05154,1,1,2,8,42933,1,1,1,,0
18001,1,1,1,6,42934,1,1,1,,0
11001,2,1,3,1,42935,1,1,1,,0
17001,1,1,1,2,42936,1,1,1,,0
54001,2,1,2,6,42937,1,1,1,,0
11001,2,1,3,2,42938,1,1,1,,0
15001,3,1,3,1,42939,1,1,1,,0
15001,1,1,2,3,42940,1,1,1,,0
08001,2,1,2,1,42941,1,1,1,,0
25754,3,1,2,2,42942,1,1,1,,0
17001,2,1,3,3,42943,1,1,1,,0
76001,2,1,1,5,42944,1,1,1,,1
25754,1,1,1,3,42945,1,1,1,,0
91001,1,1,1,4,42946,1,1,1,,0
19001,1,1,1,1,42947,1,1,1,,0
11001,1,1,2,2,42948,1,1,1,,0
11001,1,1,2,1,42950,1,1,1,,0
81001,1,1,2,1,42951,1,1,1,,0
11001,2,1,4,1,42952,1,1,1,,0
81001,3,1,1,2,42953,1,1,1,,0
63001,1,1,3,2,42954,1,1,1,,0
27001,2,1,1,1,42955,1,1,1,,0
18001,1,1,3,3,42956,1,1,1,,0
76001,1,1,3,1,42957,1,1,1,,1
25754,2,1,2,3,42960,1,1,1,,0
11001,2,1,3,7,42962,1,1,1,,0
85001,1,1,2,4,42963,1,1,1,,0
20013,1,1,1,7,42965,1,1,1,,0
20001,1,1,4,5,42966,1,1,1,,0
05154,1,1,2,3,42967,1,1,1,,0
11001,1,1,2,6,42968,1,1,1,,0
11001,1,1,2,1,42970,1,1,1,,0
63001,1,1,1,2,42971,1,1,1,,0
18001,1,1,3,2,42972,1,1,1,,0
86568,2,1,1,1,42973,1,1,1,,0
11001,2,1,4,2,42974,1,1,1,,0
25754,2,1,2,4,42975,1,1,1,,0
81001,3,1,1,1,42977,1,1,1,,0
81001,2,1,1,1,42979,1,1,1,,0
